province;red;green;blue;x;x
7074;175;135;37;;x
7075;7;138;165;;x
7076;49;141;38;;x
7077;91;144;166;;x
7078;133;147;39;;x
7079;175;150;167;;x
7080;7;153;40;;x
7081;49;156;168;;x
7082;91;159;41;;x
7083;133;162;169;;x
7084;175;165;42;;x
7085;7;168;170;;x
7086;49;171;43;;x
7087;91;174;171;;x
7088;133;177;44;;x
7089;175;180;172;;x
7090;7;183;45;;x
7091;49;186;173;;x
7092;91;189;46;;x
7093;133;192;174;;x
7094;175;195;47;;x
7095;7;198;175;;x
7096;49;201;48;;x
7097;91;204;176;;x
7098;133;207;49;;x
7099;175;210;177;;x
7100;7;0;50;;x
7101;49;3;178;;x
7102;91;6;51;;x
7103;133;9;179;;x
7104;175;12;52;;x
7105;7;15;180;;x
7106;49;18;53;;x
7107;91;21;181;;x
7108;133;24;54;;x
7109;175;27;182;;x
7110;7;30;55;;x
7111;49;33;183;;x
7112;91;36;56;;x
7113;133;39;184;;x
7114;175;42;57;;x
7115;7;45;185;;x
7116;49;48;58;;x
7117;91;51;186;;x
7118;133;54;59;;x
7119;175;57;187;;x
7120;7;60;60;;x
7121;49;63;188;;x
7122;91;66;61;;x
7123;133;69;189;;x
7124;175;72;62;;x
7125;7;75;190;;x
7126;49;78;63;;x
7127;91;81;191;;x
7128;133;84;64;;x
7129;175;87;192;;x
7130;7;90;65;;x
7131;49;93;193;;x
7132;91;96;66;;x
7133;133;99;194;;x
7134;175;102;67;;x
7135;7;105;195;;x
7136;49;108;68;;x
7137;91;111;196;;x
7138;133;114;69;;x
7139;175;117;197;;x
7140;7;120;70;;x
7141;49;123;198;;x
7142;91;126;71;;x
7143;133;129;199;;x
7144;175;132;72;;x
7145;7;135;200;;x
7146;49;138;73;;x
7147;91;141;201;;x
7148;133;144;74;;x
7149;175;147;202;;x
7150;7;150;75;;x
7151;49;153;203;;x
7152;91;156;76;;x
7153;133;159;204;;x
7154;175;162;77;;x
7155;7;165;205;;x
7156;49;168;78;;x
7157;91;171;206;;x
7158;133;174;79;;x
7159;175;177;207;;x
7160;7;180;80;;x
7161;49;183;208;;x
7162;91;186;81;;x
7163;133;189;209;;x
7164;175;192;82;;x
7165;7;195;210;;x
7166;49;198;83;;x
7167;91;201;211;;x
7168;133;204;84;;x
7169;175;207;212;;x
7170;7;210;85;;x
7171;49;0;213;;x
7172;91;3;86;;x
7173;133;6;214;;x
7174;175;9;87;;x
7175;7;12;215;;x
7176;49;15;88;;x
7177;91;18;216;;x
7178;133;21;89;;x
7179;175;24;217;;x
7180;7;27;90;;x
7181;49;30;218;;x
7182;91;33;91;;x
7183;133;36;219;;x
7184;175;39;92;;x
7185;7;42;220;;x
7186;49;45;93;;x
7187;91;48;221;;x
7188;133;51;94;;x
7189;175;54;222;;x
7190;7;57;95;;x
7191;49;60;223;;x
7192;91;63;96;;x
7193;133;66;224;;x
7194;175;69;97;;x
7195;7;72;225;;x
7196;49;75;98;;x
7197;91;78;226;;x
7198;133;81;99;;x
7199;175;84;227;;x
7200;7;87;0;;x
7201;49;90;128;;x
7202;91;93;1;;x
7203;133;96;129;;x
7204;175;99;2;;x
7205;7;102;130;;x
7206;49;105;3;;x
7207;91;108;131;;x
7208;133;111;4;;x
7209;175;114;132;;x
7210;7;117;5;;x
7211;49;120;133;;x
7212;91;123;6;;x
7213;133;126;134;;x
7214;175;129;7;;x
7215;7;132;135;;x
7216;49;135;8;;x
7217;91;138;136;;x
7218;133;141;9;;x
7219;175;144;137;;x
7220;7;147;10;;x
7221;49;150;138;;x
7222;91;153;11;;x
7223;133;156;139;;x
7224;175;159;12;;x
7225;7;162;140;;x
7226;49;165;13;;x
7227;91;168;141;;x
7228;133;171;14;;x
7229;175;174;142;;x
7230;7;177;15;;x
7231;49;180;143;;x
7232;91;183;16;;x
7233;133;186;144;;x
7234;175;189;17;;x
7235;7;192;145;;x
7236;49;195;18;;x
7237;91;198;146;;x
7238;133;201;19;;x
7239;175;204;147;;x
7240;7;207;20;;x
7241;49;210;148;;x
7242;91;0;21;;x
7243;133;3;149;;x
7244;175;6;22;;x
7245;7;9;150;;x
7246;49;12;23;;x
7247;91;15;151;;x
7248;133;18;24;;x
7249;175;21;152;;x
7250;7;24;25;;x
7251;49;27;153;;x
7252;91;30;26;;x
7253;133;33;154;;x
7254;175;36;27;;x
7255;7;39;155;;x
7256;49;42;28;;x
7257;91;45;156;;x
7258;133;48;29;;x
7259;175;51;157;;x
7260;7;54;30;;x
7261;49;57;158;;x
7262;91;60;31;;x
7263;133;63;159;;x
7264;175;66;32;;x
7265;7;69;160;;x
7266;49;72;33;;x
7267;91;75;161;;x
7268;133;78;34;;x
7269;175;81;162;;x
7270;7;84;35;;x
7271;49;87;163;;x
7272;91;90;36;;x
7273;133;93;164;;x
7274;175;96;37;;x
7275;7;99;165;;x
7276;49;102;38;;x
7277;91;105;166;;x
7278;133;108;39;;x
7279;175;111;167;;x
7280;7;114;40;;x
7281;49;117;168;;x
7282;91;120;41;;x
7283;133;123;169;;x
7284;175;126;42;;x
7285;7;129;170;;x
7286;49;132;43;;x
7287;91;135;171;;x
7288;133;138;44;;x
7289;175;141;172;;x
7290;7;144;45;;x
7291;49;147;173;;x
7292;91;150;46;;x
7293;133;153;174;;x
7294;175;156;47;;x
7295;7;159;175;;x
7296;49;162;48;;x
7297;91;165;176;;x
7298;133;168;49;;x
7299;175;171;177;;x
7300;7;174;50;;x
7301;49;177;178;;x
7302;91;180;51;;x
7303;133;183;179;;x
7304;175;186;52;;x
7305;7;189;180;;x
7306;49;192;53;;x
7307;91;195;181;;x
7308;133;198;54;;x
7309;175;201;182;;x
7310;7;204;55;;x
7311;49;207;183;;x
7312;91;210;56;;x
7313;133;0;184;;x
7314;175;3;57;;x
7315;7;6;185;;x
7316;49;9;58;;x
7317;91;12;186;;x
7318;133;15;59;;x
7319;175;18;187;;x
7320;7;21;60;;x
7321;49;24;188;;x
7322;91;27;61;;x
7323;133;30;189;;x
7324;175;33;62;;x
7325;7;36;190;;x
7326;49;39;63;;x
7327;91;42;191;;x
7328;133;45;64;;x
7329;175;48;192;;x
7330;7;51;65;;x
7331;49;54;193;;x
7332;91;57;66;;x
7333;133;60;194;;x
7334;175;63;67;;x
7335;7;66;195;;x
7336;49;69;68;;x
7337;91;72;196;;x
7338;133;75;69;;x
7339;175;78;197;;x
7340;7;81;70;;x
7341;49;84;198;;x
7342;91;87;71;;x
7343;133;90;199;;x
7344;175;93;72;;x
7345;7;96;200;;x
7346;49;99;73;;x
7347;91;102;201;;x
7348;133;105;74;;x
7349;175;108;202;;x
7350;7;111;75;;x
7351;49;114;203;;x
7352;91;117;76;;x
7353;133;120;204;;x
7354;175;123;77;;x
7355;7;126;205;;x
7356;49;129;78;;x
7357;91;132;206;;x
7358;133;135;79;;x
7359;175;138;207;;x
7360;7;141;80;;x
7361;49;144;208;;x
7362;91;147;81;;x
7363;133;150;209;;x
7364;175;153;82;;x
7365;7;156;210;;x
7366;49;159;83;;x
7367;91;162;211;;x
7368;133;165;84;;x
7369;175;168;212;;x
7370;7;171;85;;x
7371;49;174;213;;x
7372;91;177;86;;x
7373;133;180;214;;x
7374;175;183;87;;x
7375;7;186;215;;x
7376;49;189;88;;x
7377;91;192;216;;x
7378;133;195;89;;x
7379;175;198;217;;x
7380;7;201;90;;x
7381;49;204;218;;x
7382;91;207;91;;x
7383;133;210;219;;x
7384;175;0;92;;x
7385;7;3;220;;x
7386;49;6;93;;x
7387;91;9;221;;x
7388;133;12;94;;x
7389;175;15;222;;x
7390;7;18;95;;x
7391;49;21;223;;x
7392;91;24;96;;x
7393;133;27;224;;x
7394;175;30;97;;x
7395;7;33;225;;x
7396;49;36;98;;x
7397;91;39;226;;x
7398;133;42;99;;x
7399;175;45;227;;x
7400;7;48;0;;x
7401;49;51;128;;x
7402;91;54;1;;x
7403;133;57;129;;x
7404;175;60;2;;x
7405;7;63;130;;x
7406;49;66;3;;x
7407;91;69;131;;x
7408;133;72;4;;x
7409;175;75;132;;x
7410;7;78;5;;x
7411;49;81;133;;x
7412;91;84;6;;x
7413;133;87;134;;x
7414;175;90;7;;x
7415;7;93;135;;x
7416;49;96;8;;x
7417;91;99;136;;x
7418;133;102;9;;x
7419;175;105;137;;x
7420;7;108;10;;x
7421;49;111;138;;x
7422;91;114;11;;x
7423;133;117;139;;x
7424;175;120;12;;x
7425;7;123;140;;x
7426;49;126;13;;x
7427;91;129;141;;x
7428;133;132;14;;x
7429;175;135;142;;x
7430;7;138;15;;x
7431;49;141;143;;x
7432;91;144;16;;x
7433;133;147;144;;x
7434;175;150;17;;x
7435;7;153;145;;x
7436;49;156;18;;x
7437;91;159;146;;x
7438;133;162;19;;x
7439;175;165;147;;x
7440;7;168;20;;x
7441;49;171;148;;x
7442;91;174;21;;x
7443;133;177;149;;x
7444;175;180;22;;x
7445;7;183;150;;x
7446;49;186;23;;x
7447;91;189;151;;x
7448;133;192;24;;x
7449;175;195;152;;x
7450;7;198;25;;x
7451;49;201;153;;x
7452;91;204;26;;x
7453;133;207;154;;x
7454;175;210;27;;x
7455;7;0;155;;x
7456;49;3;28;;x
7457;91;6;156;;x
7458;133;9;29;;x
7459;175;12;157;;x
7460;7;15;30;;x
7461;49;18;158;;x
7462;91;21;31;;x
7463;133;24;159;;x
7464;175;27;32;;x
7465;7;30;160;;x
7466;49;33;33;;x
7467;91;36;161;;x
7468;133;39;34;;x
7469;175;42;162;;x
7470;7;45;35;;x
7471;49;48;163;;x
7472;91;51;36;;x
7473;133;54;164;;x
7474;175;57;37;;x
7475;7;60;165;;x
7476;49;63;38;;x
7477;91;66;166;;x
7478;133;69;39;;x
7479;175;72;167;;x
7480;7;75;40;;x
7481;49;78;168;;x
7482;91;81;41;;x
7483;133;84;169;;x
7484;175;87;42;;x
7485;7;90;170;;x
7486;49;93;43;;x
7487;91;96;171;;x
7488;133;99;44;;x
7489;175;102;172;;x
7490;7;105;45;;x
7491;49;108;173;;x
7492;91;111;46;;x
7493;133;114;174;;x
7494;175;117;47;;x
7495;7;120;175;;x
7496;49;123;48;;x
7497;91;126;176;;x
7498;133;129;49;;x
7499;175;132;177;;x
7500;7;135;50;;x
7501;49;138;178;;x
7502;91;141;51;;x
7503;133;144;179;;x
7504;175;147;52;;x
7505;7;150;180;;x
7506;49;153;53;;x
7507;91;156;181;;x
7508;133;159;54;;x
7509;175;162;182;;x
7510;7;165;55;;x
7511;49;168;183;;x
7512;91;171;56;;x
7513;133;174;184;;x
7514;175;177;57;;x
7515;7;180;185;;x
7516;49;183;58;;x
7517;91;186;186;;x
7518;133;189;59;;x
7519;175;192;187;;x
7520;7;195;60;;x
7521;49;198;188;;x
7522;91;201;61;;x
7523;133;204;189;;x
7524;175;207;62;;x
7525;7;210;190;;x
7526;49;0;63;;x
7527;91;3;191;;x
7528;133;6;64;;x
7529;175;9;192;;x
7530;7;12;65;;x
7531;49;15;193;;x
7532;91;18;66;;x
7533;133;21;194;;x
7534;175;24;67;;x
7535;7;27;195;;x
7536;49;30;68;;x
7537;91;33;196;;x
7538;133;36;69;;x
7539;175;39;197;;x
7540;7;42;70;;x
7541;49;45;198;;x
7542;91;48;71;;x
7543;133;51;199;;x
7544;175;54;72;;x
7545;7;57;200;;x
7546;49;60;73;;x
7547;91;63;201;;x
7548;133;66;74;;x
7549;175;69;202;;x
7550;7;72;75;;x
7551;49;75;203;;x
7552;91;78;76;;x
7553;133;81;204;;x
7554;175;84;77;;x
7555;7;87;205;;x
7556;49;90;78;;x
7557;91;93;206;;x
7558;133;96;79;;x
7559;175;99;207;;x
7560;7;102;80;;x
7561;49;105;208;;x
7562;91;108;81;;x
7563;133;111;209;;x
7564;175;114;82;;x
7565;7;117;210;;x
7566;49;120;83;;x
7567;91;123;211;;x
7568;133;126;84;;x
7569;175;129;212;;x
7570;7;132;85;;x
7571;49;135;213;;x
7572;91;138;86;;x
7573;133;141;214;;x
7574;175;144;87;;x
7575;7;147;215;;x
7576;49;150;88;;x
7577;91;153;216;;x
7578;133;156;89;;x
7579;175;159;217;;x
7580;7;162;90;;x
7581;49;165;218;;x
7582;91;168;91;;x
7583;133;171;219;;x
7584;175;174;92;;x
7585;7;177;220;;x
7586;49;180;93;;x
7587;91;183;221;;x
7588;133;186;94;;x
7589;175;189;222;;x
7590;7;192;95;;x
7591;49;195;223;;x
7592;91;198;96;;x
7593;133;201;224;;x
7594;175;204;97;;x
7595;7;207;225;;x
7596;49;210;98;;x
7597;91;0;226;;x
7598;133;3;99;;x
7599;175;6;227;;x
7600;7;9;0;;x
7601;49;12;128;;x
7602;91;15;1;;x
7603;133;18;129;;x
7604;175;21;2;;x
7605;7;24;130;;x
7606;49;27;3;;x
7607;91;30;131;;x
7608;133;33;4;;x
7609;175;36;132;;x
7610;7;39;5;;x
7611;49;42;133;;x
7612;91;45;6;;x
7613;133;48;134;;x
7614;175;51;7;;x
7615;7;54;135;;x
7616;49;57;8;;x
7617;91;60;136;;x
7618;133;63;9;;x
7619;175;66;137;;x
7620;7;69;10;;x
7621;49;72;138;;x
7622;91;75;11;;x
7623;133;78;139;;x
7624;175;81;12;;x
7625;7;84;140;;x
7626;49;87;13;;x
7627;91;90;141;;x
7628;133;93;14;;x
7629;175;96;142;;x
7630;7;99;15;;x
7631;49;102;143;;x
7632;91;105;16;;x
7633;133;108;144;;x
7634;175;111;17;;x
7635;7;114;145;;x
7636;49;117;18;;x
7637;91;120;146;;x
7638;133;123;19;;x
7639;175;126;147;;x
7640;7;129;20;;x
7641;49;132;148;;x
7642;91;135;21;;x
7643;133;138;149;;x
7644;175;141;22;;x
7645;7;144;150;;x
7646;49;147;23;;x
7647;91;150;151;;x
7648;133;153;24;;x
7649;175;156;152;;x
7650;7;159;25;;x
7651;49;162;153;;x
7652;91;165;26;;x
7653;133;168;154;;x
7654;175;171;27;;x
7655;7;174;155;;x
7656;49;177;28;;x
7657;91;180;156;;x
7658;133;183;29;;x
7659;175;186;157;;x
7660;7;189;30;;x
7661;49;192;158;;x
7662;91;195;31;;x
7663;133;198;159;;x
7664;175;201;32;;x
7665;7;204;160;;x
7666;49;207;33;;x
7667;91;210;161;;x
7668;133;0;34;;x
7669;175;3;162;;x
7670;7;6;35;;x
7671;49;9;163;;x
7672;91;12;36;;x
7673;133;15;164;;x
7674;175;18;37;;x
7675;7;21;165;;x
7676;49;24;38;;x
7677;91;27;166;;x
7678;133;30;39;;x
7679;175;33;167;;x
7680;7;36;40;;x
7681;49;39;168;;x
7682;91;42;41;;x
7683;133;45;169;;x
7684;175;48;42;;x
7685;7;51;170;;x
7686;49;54;43;;x
7687;91;57;171;;x
7688;133;60;44;;x
7689;175;63;172;;x
7690;7;66;45;;x
7691;49;69;173;;x
7692;91;72;46;;x
7693;133;75;174;;x
7694;175;78;47;;x
7695;7;81;175;;x
7696;49;84;48;;x
7697;91;87;176;;x
7698;133;90;49;;x
7699;175;93;177;;x
7700;7;96;50;;x
7701;49;99;178;;x
7702;91;102;51;;x
7703;133;105;179;;x
7704;175;108;52;;x
7705;7;111;180;;x
7706;49;114;53;;x
7707;91;117;181;;x
7708;133;120;54;;x
7709;175;123;182;;x
7710;7;126;55;;x
7711;49;129;183;;x
7712;91;132;56;;x
7713;133;135;184;;x
7714;175;138;57;;x
7715;7;141;185;;x
7716;49;144;58;;x
7717;91;147;186;;x
7718;133;150;59;;x
7719;175;153;187;;x
7720;7;156;60;;x
7721;49;159;188;;x
7722;91;162;61;;x
7723;133;165;189;;x
7724;175;168;62;;x
7725;7;171;190;;x
7726;49;174;63;;x
7727;91;177;191;;x
7728;133;180;64;;x
7729;175;183;192;;x
7730;7;186;65;;x
7731;49;189;193;;x
7732;91;192;66;;x
7733;133;195;194;;x
7734;175;198;67;;x
7735;7;201;195;;x
7736;49;204;68;;x
7737;91;207;196;;x
7738;133;210;69;;x
7739;175;0;197;;x
7740;7;3;70;;x
7741;49;6;198;;x
7742;91;9;71;;x
7743;133;12;199;;x
7744;175;15;72;;x
7745;7;18;200;;x
7746;49;21;73;;x
7747;91;24;201;;x
7748;133;27;74;;x
7749;175;30;202;;x
7750;7;33;75;;x
7751;49;36;203;;x
7752;91;39;76;;x
7753;133;42;204;;x
7754;175;45;77;;x
7755;7;48;205;;x
7756;49;51;78;;x
7757;91;54;206;;x
7758;133;57;79;;x
7759;175;60;207;;x
7760;7;63;80;;x
7761;49;66;208;;x
7762;91;69;81;;x
7763;133;72;209;;x
7764;175;75;82;;x
7765;7;78;210;;x
7766;49;81;83;;x
7767;91;84;211;;x
7768;133;87;84;;x
7769;175;90;212;;x
7770;7;93;85;;x
7771;49;96;213;;x
7772;91;99;86;;x
7773;133;102;214;;x
7774;175;105;87;;x
7775;7;108;215;;x
7776;49;111;88;;x
7777;91;114;216;;x
7778;133;117;89;;x
7779;175;120;217;;x
7780;7;123;90;;x
7781;49;126;218;;x
7782;91;129;91;;x
7783;133;132;219;;x
7784;175;135;92;;x
7785;7;138;220;;x
7786;49;141;93;;x
7787;91;144;221;;x
7788;133;147;94;;x
7789;175;150;222;;x
7790;7;153;95;;x
7791;49;156;223;;x
7792;91;159;96;;x
7793;133;162;224;;x
7794;175;165;97;;x
7795;7;168;225;;x
7796;49;171;98;;x
7797;91;174;226;;x
7798;133;177;99;;x
7799;175;180;227;;x
7800;7;183;0;;x
7801;49;186;128;;x
7802;91;189;1;;x
7803;133;192;129;;x
7804;175;195;2;;x
7805;7;198;130;;x
7806;49;201;3;;x
7807;91;204;131;;x
7808;133;207;4;;x
7809;175;210;132;;x
7810;7;0;5;;x
7811;49;3;133;;x
7812;91;6;6;;x
7813;133;9;134;;x
7814;175;12;7;;x
7815;7;15;135;;x
7816;49;18;8;;x
7817;91;21;136;;x
7818;133;24;9;;x
7819;175;27;137;;x
7820;7;30;10;;x
7821;49;33;138;;x
7822;91;36;11;;x
7823;133;39;139;;x
7824;175;42;12;;x
7825;7;45;140;;x
7826;49;48;13;;x
7827;91;51;141;;x
7828;133;54;14;;x
7829;175;57;142;;x
7830;7;60;15;;x
7831;49;63;143;;x
7832;91;66;16;;x
7833;133;69;144;;x
7834;175;72;17;;x
7835;7;75;145;;x
7836;49;78;18;;x
7837;91;81;146;;x
7838;133;84;19;;x
7839;175;87;147;;x
7840;7;90;20;;x
7841;49;93;148;;x
7842;91;96;21;;x
7843;133;99;149;;x
7844;175;102;22;;x
7845;7;105;150;;x
7846;49;108;23;;x
7847;91;111;151;;x
7848;133;114;24;;x
7849;175;117;152;;x
7850;7;120;25;;x
7851;49;123;153;;x
7852;91;126;26;;x
7853;133;129;154;;x
7854;175;132;27;;x
7855;7;135;155;;x
7856;49;138;28;;x
7857;91;141;156;;x
7858;133;144;29;;x
7859;175;147;157;;x
7860;7;150;30;;x
7861;49;153;158;;x
7862;91;156;31;;x
7863;133;159;159;;x
7864;175;162;32;;x
7865;7;165;160;;x
7866;49;168;33;;x
7867;91;171;161;;x
7868;133;174;34;;x
7869;175;177;162;;x
7870;7;180;35;;x
7871;49;183;163;;x
7872;91;186;36;;x
7873;133;189;164;;x
7874;175;192;37;;x
7875;7;195;165;;x
7876;49;198;38;;x
7877;91;201;166;;x
7878;133;204;39;;x
7879;175;207;167;;x
7880;7;210;40;;x
7881;49;0;168;;x
7882;91;3;41;;x
7883;133;6;169;;x
7884;175;9;42;;x
7885;7;12;170;;x
7886;49;15;43;;x
7887;91;18;171;;x
7888;133;21;44;;x
7889;175;24;172;;x
7890;7;27;45;;x
7891;49;30;173;;x
7892;91;33;46;;x
7893;133;36;174;;x
7894;175;39;47;;x
7895;7;42;175;;x
7896;49;45;48;;x
7897;91;48;176;;x
7898;133;51;49;;x
7899;175;54;177;;x
7900;7;57;50;;x
7901;49;60;178;;x
7902;91;63;51;;x
7903;133;66;179;;x
7904;175;69;52;;x
7905;7;72;180;;x
7906;49;75;53;;x
7907;91;78;181;;x
7908;133;81;54;;x
7909;175;84;182;;x
7910;7;87;55;;x
7911;49;90;183;;x
7912;91;93;56;;x
7913;133;96;184;;x
7914;175;99;57;;x
7915;7;102;185;;x
7916;49;105;58;;x
7917;91;108;186;;x
7918;133;111;59;;x
7919;175;114;187;;x
7920;7;117;60;;x
7921;49;120;188;;x
7922;91;123;61;;x
7923;133;126;189;;x
7924;175;129;62;;x
7925;7;132;190;;x
7926;49;135;63;;x
7927;91;138;191;;x
7928;133;141;64;;x
7929;175;144;192;;x
7930;7;147;65;;x
7931;49;150;193;;x
7932;91;153;66;;x
7933;133;156;194;;x
7934;175;159;67;;x
7935;7;162;195;;x
7936;49;165;68;;x
7937;91;168;196;;x
7938;133;171;69;;x
7939;175;174;197;;x
7940;7;177;70;;x
7941;49;180;198;;x
7942;91;183;71;;x
7943;133;186;199;;x
7944;175;189;72;;x
7945;7;192;200;;x
7946;49;195;73;;x
7947;91;198;201;;x
7948;133;201;74;;x
7949;175;204;202;;x
7950;7;207;75;;x
7951;49;210;203;;x
7952;91;0;76;;x
7953;133;3;204;;x
7954;175;6;77;;x
7955;7;9;205;;x
7956;49;12;78;;x
7957;91;15;206;;x
7958;133;18;79;;x
7959;175;21;207;;x
7960;7;24;80;;x
7961;49;27;208;;x
7962;91;30;81;;x
7963;133;33;209;;x
7964;175;36;82;;x
7965;7;39;210;;x
7966;49;42;83;;x
7967;91;45;211;;x
7968;133;48;84;;x
7969;175;51;212;;x
7970;7;54;85;;x
7971;49;57;213;;x
7972;91;60;86;;x
7973;133;63;214;;x
7974;175;66;87;;x
7975;7;69;215;;x
7976;49;72;88;;x
7977;91;75;216;;x
7978;133;78;89;;x
7979;175;81;217;;x
7980;7;84;90;;x
7981;49;87;218;;x
7982;91;90;91;;x
7983;133;93;219;;x
7984;175;96;92;;x
7985;7;99;220;;x
7986;49;102;93;;x
7987;91;105;221;;x
7988;133;108;94;;x
7989;175;111;222;;x
7990;7;114;95;;x
7991;49;117;223;;x
7992;91;120;96;;x
7993;133;123;224;;x
7994;175;126;97;;x
7995;7;129;225;;x
7996;49;132;98;;x
7997;91;135;226;;x
7998;133;138;99;;x
7999;175;141;227;;x
8000;8;144;0;;x
8001;50;147;128;;x
8002;92;150;1;;x
8003;134;153;129;;x
8004;176;156;2;;x
8005;8;159;130;;x
8006;50;162;3;;x
8007;92;165;131;;x
8008;134;168;4;;x
8009;176;171;132;;x
8010;8;174;5;;x
8011;50;177;133;;x
8012;92;180;6;;x
8013;134;183;134;;x
8014;176;186;7;;x
8015;8;189;135;;x
8016;50;192;8;;x
8017;92;195;136;;x
8018;134;198;9;;x
8019;176;201;137;;x
8020;8;204;10;;x
8021;50;207;138;;x
8022;92;210;11;;x
8023;134;0;139;;x
8024;176;3;12;;x
8025;8;6;140;;x
8026;50;9;13;;x
8027;92;12;141;;x
8028;134;15;14;;x
8029;176;18;142;;x
8030;8;21;15;;x
8031;50;24;143;;x
8032;92;27;16;;x
8033;134;30;144;;x
8034;176;33;17;;x
8035;8;36;145;;x
8036;50;39;18;;x
8037;92;42;146;;x
8038;134;45;19;;x
8039;176;48;147;;x
8040;8;51;20;;x
8041;50;54;148;;x
8042;92;57;21;;x
8043;134;60;149;;x
8044;176;63;22;;x
8045;8;66;150;;x
8046;50;69;23;;x
8047;92;72;151;;x
8048;134;75;24;;x
8049;176;78;152;;x
8050;8;81;25;;x
8051;50;84;153;;x
8052;92;87;26;;x
8053;134;90;154;;x
8054;176;93;27;;x
8055;8;96;155;;x
8056;50;99;28;;x
8057;92;102;156;;x
8058;134;105;29;;x
8059;176;108;157;;x
8060;8;111;30;;x
8061;50;114;158;;x
8062;92;117;31;;x
8063;134;120;159;;x
8064;176;123;32;;x
8065;8;126;160;;x
8066;50;129;33;;x
8067;92;132;161;;x
8068;134;135;34;;x
8069;176;138;162;;x
8070;8;141;35;;x
8071;50;144;163;;x
8072;92;147;36;;x
8073;134;150;164;;x
8074;176;153;37;;x
8075;8;156;165;;x
8076;50;159;38;;x
8077;92;162;166;;x
8078;134;165;39;;x
8079;176;168;167;;x
8080;8;171;40;;x
8081;50;174;168;;x
8082;92;177;41;;x
8083;134;180;169;;x
8084;176;183;42;;x
8085;8;186;170;;x
8086;50;189;43;;x
8087;92;192;171;;x
8088;134;195;44;;x
8089;176;198;172;;x
8090;8;201;45;;x
8091;50;204;173;;x
8092;92;207;46;;x
8093;134;210;174;;x
8094;176;0;47;;x
8095;8;3;175;;x
8096;50;6;48;;x
8097;92;9;176;;x
8098;134;12;49;;x
8099;176;15;177;;x
8100;8;18;50;;x
8101;50;21;178;;x
8102;92;24;51;;x
8103;134;27;179;;x
8104;176;30;52;;x
8105;8;33;180;;x
8106;50;36;53;;x
8107;92;39;181;;x
8108;134;42;54;;x
8109;176;45;182;;x
8110;8;48;55;;x
8111;50;51;183;;x
8112;92;54;56;;x
8113;134;57;184;;x
8114;176;60;57;;x
8115;8;63;185;;x
8116;50;66;58;;x
8117;92;69;186;;x
8118;134;72;59;;x
8119;176;75;187;;x
8120;8;78;60;;x
8121;50;81;188;;x
8122;92;84;61;;x
8123;134;87;189;;x
8124;176;90;62;;x
8125;8;93;190;;x
8126;50;96;63;;x
8127;92;99;191;;x
8128;134;102;64;;x
8129;176;105;192;;x
8130;8;108;65;;x
8131;50;111;193;;x
8132;92;114;66;;x
8133;134;117;194;;x
8134;176;120;67;;x
8135;8;123;195;;x
8136;50;126;68;;x
8137;92;129;196;;x
8138;134;132;69;;x
8139;176;135;197;;x
8140;8;138;70;;x
8141;50;141;198;;x
8142;92;144;71;;x
8143;134;147;199;;x
8144;176;150;72;;x
8145;8;153;200;;x
8146;50;156;73;;x
8147;92;159;201;;x
8148;134;162;74;;x
8149;176;165;202;;x
8150;8;168;75;;x
8151;50;171;203;;x
8152;92;174;76;;x
8153;134;177;204;;x
8154;176;180;77;;x
8155;8;183;205;;x
8156;50;186;78;;x
8157;92;189;206;;x
8158;134;192;79;;x
8159;176;195;207;;x
8160;8;198;80;;x
8161;50;201;208;;x
8162;92;204;81;;x
8163;134;207;209;;x
8164;176;210;82;;x
8165;8;0;210;;x
8166;50;3;83;;x
8167;92;6;211;;x
8168;134;9;84;;x
8169;176;12;212;;x
8170;8;15;85;;x
8171;50;18;213;;x
8172;92;21;86;;x
8173;134;24;214;;x
8174;176;27;87;;x
8175;8;30;215;;x
8176;50;33;88;;x
8177;92;36;216;;x
8178;134;39;89;;x
8179;176;42;217;;x
8180;8;45;90;;x
8181;50;48;218;;x
8182;92;51;91;;x
8183;134;54;219;;x
8184;176;57;92;;x
8185;8;60;220;;x
8186;50;63;93;;x
8187;92;66;221;;x
8188;134;69;94;;x
8189;176;72;222;;x
8190;8;75;95;;x
8191;50;78;223;;x
8192;92;81;96;;x
8193;134;84;224;;x
8194;176;87;97;;x
8195;8;90;225;;x
8196;50;93;98;;x
8197;92;96;226;;x
8198;134;99;99;;x
8199;176;102;227;;x
8200;8;105;0;;x
8201;50;108;128;;x
8202;92;111;1;;x
8203;134;114;129;;x
8204;176;117;2;;x
8205;8;120;130;;x
8206;50;123;3;;x
8207;92;126;131;;x
8208;134;129;4;;x
8209;176;132;132;;x
8210;8;135;5;;x
8211;50;138;133;;x
8212;92;141;6;;x
8213;134;144;134;;x
8214;176;147;7;;x
8215;8;150;135;;x
8216;50;153;8;;x
8217;92;156;136;;x
8218;134;159;9;;x
8219;176;162;137;;x
8220;8;165;10;;x
8221;50;168;138;;x
8222;92;171;11;;x
8223;134;174;139;;x
8224;176;177;12;;x
8225;8;180;140;;x
8226;50;183;13;;x
8227;92;186;141;;x
8228;134;189;14;;x
8229;176;192;142;;x
8230;8;195;15;;x
8231;50;198;143;;x
8232;92;201;16;;x
8233;134;204;144;;x
8234;176;207;17;;x
8235;8;210;145;;x
8236;50;0;18;;x
8237;92;3;146;;x
8238;134;6;19;;x
