#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
###### Realm decisions;;;;;;;;;;;;x
ask_for_hre;Ask Pope for Coronation;Demander un sacre au Pape;;;Pedir al papa que te corone.;;;;;;;x
form_spania_desc;Having reconquered the lost lands of Baetica in Hispania and you can consolidate your conquests into one new administrative division. This new title of Spania could be put under one local nobleman, or you can keep it for yourself.;Après avoir reconquis les terres perdues de Baetica en Hispanie, vous pouvez consolider vos conquêtes en une nouvelle division administrative. Ce nouveau titre de Spania pourrait être placé sous le contrôle d'un noble local, ou vous pouvez le garder pour vous-même.;;;Puedes reunir las tierras perdidas en Hispania y ponerlas bajo el nombre de Spania;;;;;;;x
unite_england;Unite the Kingdom of England;Unir le royaume d'Angleterre;;;;;;;;;;x
unite_england_desc;Declare yourself the overlord of southern Great Britain by forming a new, Germanic kingdom.;Proclamez-vous seigneur du sud de la Grande-Bretagne en formant un nouveau royaume germanique.;;;;;;;;;;x
###### Minor decisions;;;;;;;;;;;;x
hold_akelarre;Hold an Akelarre Celebration;Tenir une célébration d'Akelarre;;;Celebrar el Akelarre;;;;;;;;;x
hold_akelarre_desc;In honour of Aker, it is time to convoke our vassals and celebrate the Akelarre with the Sorginak by holding orgical ceremonies in our sacred caves;En l'honneur d'Aker, il est temps de convoquer nos vassaux et de célébrer l'Akelarre avec les Sorginaks en organisant des cérémonies d'ordre organique dans nos grottes sacrées;;;En honor a Aker, es hora de convocar a nuestros vasallos y celebrar el Akelarre con las Sorginak mediante la celebración de ceremonias orgánicas en nuestras cuevas sagradas;;;;;;;x
prepare_akelarre;Prepare for the Akelarre celebration;Préparer la célébration d'Akelarre;;;Iniciar la preparación del Akelarre.;;;;;;;;;x
sacrifice_black_goat;Sacrifice a Black Goat;Sacrifier un bouc noir;;;Sacrificar una oveja negra;;;;;;;;;x
sacrifice_black_goat_desc;In order to please Aker, you may do a ceremony of the sacrifice of a black goat outside of the traditional Akelarre.;Afin de faire plaisir à Aker, vous pouvez faire une cérémonie de sacrifice d'un bouc noir en dehors de l'Akelarre traditionnel.;;;Para complacer a Aker, puedes hacer una ceremonia del sacrificio de una cabra negra fuera del tradicional Akelarre.;;;;;;;;;x
prepare_black_goat_sacrifice;Preparations for the sacrifice of a black goat begins;Les préparatifs pour le sacrifice d'un bouc noir commencent;;;La preparación para el sacrificio de una oveja negra comienza;;;;;;;;;x
erect_megalith;Erect a Megalith;Élever un mégalithe;;;Construir un megalito;;;;;;;;;x
erect_megalith_desc;In continuity from the megalithic period in European history, the Basque country is characterised by many menhirs and dolmens. Erecting a megalith of your own, for which the motive can vary depending on your designs, would ensure that your reign is remembered until times immemorial.;Dans la continuité de la période mégalithique dans l'histoire européenne, le pays basque se caractérise par de nombreux menhirs et dolmens. Ériger un mégalithe de par vous-même, avec un motif pouvant varier en fonction de vos conceptions, garantirait que votre règne traverse les âges jusque dans des temps immémoriaux.;;;En continuidad con el período megalítico de la historia europea, el País Vasco se caracteriza por muchos menhires y dólmenes. Erigir un megalito propio, para el cual el motivo puede variar según tus diseños, aseguraría que tu reinado sea recordado hasta tiempos inmemoriales.;;;;;;;;;x
erect_hero_stone;Erect a hero stone;Élever une pierre de héros;;;Levantar una piedra de heroes;;;;;;;;;x
erect_hero_stone_desc;An ancient custom from the Iron Age, the hero stones can be found across all of India. These memorial stones commemorate in different ways the honourable death of a hero in battle, with various inscription. By erecting a such stone of your own, you would ensure that heroic acts of warfare are remembered until times immemorial.;Une coutume ancienne de l'âge de fer, les pierres de héros peuvent être trouvées dans toute l'Inde. Ces pierres commémoratives commémorent de différentes manières la mort honorable d'un héros au combat, avec diverses inscriptions. En érigeant une telle pierre, vous assureriez que les actes de guerre héroïques soient rappelés jusqu'à la fin des temps.;;;Una antigua costumbre de la Edad de Hierro, las piedras de los héroes se pueden encontrar en toda la India. Estas piedras conmemorativas conmemoran de diferentes maneras la honorable muerte de un héroe en la batalla, con varias inscripciones. Al erigir una piedra como la suya, se aseguraría de que los actos heroicos de guerra se recuerden hasta tiempos inmemoriales.;;;;;;;x
hold_cuelebre;Celebrate a ritual for Cuélebre the dragon;Célébrez un rituel pour Cuélebre le dragon;;;;Celebrar un ritual para el dragón Cuélebre.;;;;;;;;;;;;x
hold_cuelebre_desc;Every year on Midsummer, a magical night, brave men are able to defeat the cuélebre dragon, whose spells don't take effect that night, and marry the xana fairy and get a treasure. This year you could hold a larger hunt with your vassals. As the ancestors did more than a thousand years ago, a ritual must be held to stop the cuélebre.;Chaque année, lors du Midsummer, une nuit magique, des hommes courageux sont capables de vaincre le dragon cuélebre, dont les sorts ne sont pas efficaces cette nuit-là, et peuvent épouser la fée xana et obtenir un trésor. Cette année, vous pourriez organiser une chasse plus importante avec vos vassaux. Comme les ancêtres l'ont fait il y a plus de mille ans, un rituel doit être tenu pour arrêter le cuélebre.;;;Cuélebre, el dragón asturiano y cántabro de la riqueza está enfadado y tal y como hicieron tus antepasados hace más de mil años, se debe llevar a cabo un ritual para detener esto.;;;;x
prepare_cuelebre;Prepare for the Midsummer celebration;Préparer la célébration de Midsummer;;;Iniciar la preparación del Midsummer.;;;;;;;;;x
convert_suebia;Build an Arian church in Suebia;Construire une église arienne en Suébie;;;Construir una iglesia Arriana en Suebia;;;;;;;;x
convert_suebia_desc;With the Holy Site of Santiago under our control, we can build a church to immortalize our victory over the Suevs;Avec le site sacré de Santiago sous notre contrôle, nous pouvons construire une église pour immortaliser notre victoire sur les Suèbes.;;;Ahora que Santiago está bajo nuestro control podemos construir una iglesia para inmortalizar nuestra victoria;;;;;x
visigothic_conversion;Visigothic conversion;Conversion wisigothique;;;Conversión visigoda;;;;x;;;;x
erect_estela;Erect a Stelae;Ériger une stèle;;;Construir una estela;;;;;;x;;x
erect_estela_desc;The stelae are a round chiseled rock, where there are written or drawn inscriptions about many motives. The Cantabrians have been building them for hundreds of years and now it is time for you to build one too.;Les stèles sont un rocher rond ciselé, où il y a des inscriptions écrites ou dessinées sur de nombreux motifs. Les Cantabres les construisent depuis des centaines d'années et maintenant il est temps pour vous d'en construire un aussi.;;Las Estelas son una roca redonda cincelada, donde hay inscripciones escritas o dibujadas sobre muchos motivos. Los cántabros las han estado construyendo durante cientos de años y ahora es el momento de que tu también construyas una.;;;;;;x;;;x
###### Employment decisions;;;;;;;;;;;;x
invite_poet_to_court;Invite Poet to Court;Inviter un poète à la cour;;;Invitar un poeta a la corte;;;;;;;x
invite_poet_to_court_desc;A court poet is an essential part of any Celtic regime.;Un poète de la cour est un élément essentiel de tout régime celtique.;;;Un poeta de la corte es esencial para todo régimen céltico.;;;;;;;x
###### Settings decisions;;;;;;;;;;;;x
change_name;Change Name;Changer de nom;;;Cambiar el nombre;;;;;;;x
change_name_desc;With some prestige, you could take on the name of a prestigious emperor amongst your ancestors;Avec un peu de prestige, vous pouvez prendre le nom d'un prestigieux empereur parmi vos ancêtres.;;;Con cierto prestigio, puedes tomar el nombre de un emperador de prestigio entre tus antepasados;;;;;;;x 
###### Diploaction decisions;;;;;;;;;;;;x
begin_foederati_negotiations_roman;Initiate Foederati Negotiations;Amorcer des négociations de fédéré;;;Iniciar las negociaciones para federarse.;;;;;;;;;x
begin_foederati_negotiations_roman_desc;You can negotiate a foederatus contract with [Root.GetTitledFirstName] for mutual gains.;Vous pouvez négocier un contrat de fédéré avec [Root.GetTitledFirstName] pour des gains réciproques.;;;Usted puede negociar un contrato de foederatus con [Root.GetTitledFirstName] para ganancias mutuas.;;;;;;;;;x
begin_foederati_negotiations_roman_borders_barbarian_realm_tt;Has a realm county bordering the [Root.PrimaryTitle.GetFullName]\n;A dans son pays un comté limitrophe [Root.GetAuAlaAuxPrimaryTitleFullName][Root.PrimaryTitle.GetFullName]\n;Hat eine Reichsgrafschaft, die an [Root.PrimaryTitle.GetFullName] grenzt\n;;Tiene un reino fronterizo con el [Root.PrimaryTitle.GetFullName]\n;;;;;;;;;x
get_foederati_roman_cooldown_tt;Has NOT asked to get a Foederatus in 10 years;N'a PAS amorcé de négociations de fédéré pendant 10 ans;;;NO ha solicitado federarse en los últimos 10 años;;;;;;;;;x
begin_foederati_negotiations_barbarian;Initiate Foederati Negotiations;Amorcer des négociations de fédéré;;;Iniciar las negociaciones para federarse;;;;;;;;;x
begin_foederati_negotiations_barbarian_desc;You can negotiate a foederatus contract with [Root.GetTitledFirstName] for mutual gains.;Vous pouvez négocier un contrat de fédéré avec [Root.GetTitledFirstName] pour des gains réciproques.;;;Puede negociar un contrato de enemigo con [Root.GetTitledFirstName] para ganancias mutuas.;;;;;;;;;x
become_foederati_barbarian_allow_borders_roman_realm_tt;Has a realm county bordering the [Root.PrimaryTitle.GetFullName]\n;A dans son pays un comté limitrophe [Root.GetAuAlaAuxPrimaryTitleFullName][Root.PrimaryTitle.GetFullName]\n;Hat eine Reichsgrafschaft, die an [Root.PrimaryTitle.GetFullName] grenzt\n;;;;;;;;x
become_foederati_barbarian_cooldown_tt;Has NOT asked to become a Foederatus in 10 years;N'a PAS été libéré de sa condition de fédéré en 10 ans;;;NO ha solicitado federarse en los ultimos 10 años.;;;;;;;;;x
become_foederati_barbarian_effect_TT;You will become a defender of [Root]. In exchange, you will receive military and financial help.\nThese effects last until you declare a §Ywar for independence§! or when your suzerain is weak and you §Ydeclare your independence via a decision§! in the intrigue screen.\n;Vous allez aider à défendre [Root]. En échange, vous recevrez de l'aide militaire et financière. \nCes effets dureront jusqu'à ce que vous déclariez une §Yguerre d'indépendance§! ou quand votre suzerain est faible et vous §Ydéclarez votre indépendance par une décision§! dans l'écran d'intrigue.\n;;;Te convertirás en defensor de [Root]. A cambio, recibirás ayuda militar y financiera. \nEstos efectos durarán hasta que declares un §Ywar por la independencia§! o cuando su soberano es débil y usted declara su independencia mediante una decisión§! en la pantalla de intriga. \n;;;;;;;;;x
force_integrate_foederati;Integrate Foederati;Intégrer fédéré;;;Integrar federado;;;;;;;;;x
force_integrate_foederati_desc;The [Root.PrimaryTitle.GetFullName] is currently your foederati, but you could impose them a vassalisation to assimilate them into the realm and weaken their position by force. This would revoke the existent foederatus agreement and could lead to their armed uprising, although if successful they will no longer be a threat and no longer able to challenge your authority upon succession.;Le [Root.PrimaryTitle.GetFullName] est actuellement votre fédéré, mais vous pouvez leur imposer une vassalisation pour les assimiler avec le reste de votre royaume et affaiblir leur position par la force. Ceci romprait l'accord existant de fédéré et pourrait lancer une révolte armée, mais si vous réussissez ils ne vont plus constituer une menace et ne seront plus capables de défier votre autorité lors des successions. ;;;El [Root.PrimaryTitle.GetFullName] es actualmente tu enemigo, pero puedes imponerles una vasalización para asimilarlos en el reino y debilitar su posición por la fuerza. Esto revocaría el acuerdo existente entre los dos bandos y podría llevar a su levantamiento armado, aunque si tiene éxito ya no representarán una amenaza y no podrán desafiar su autoridad tras la sucesión.;;;;;;;;;x
land_promise_foederati_integration;Does not have an ongoing land promise to the foederati;N'a pas de promis de territoire au fédéré;;;;;;;;;;x
hold_a_chariot_race;Hold a Chariot Race;Tenir une course de char;;;Celebrar una carrera de carros;;;;;;;;;x
hold_a_chariot_race_desc;Let us hold a big chariot race like in the days of old.;Organisons une grande course de chars comme autrefois.;;;;;;;;;;;;x
forge_iron_crown_of_lombardy;Forge the Iron Crown of Lombardy;Forger la couronne de fer de la Lombardie;;;;;;;;;;;;x
forge_iron_crown_of_lombardy_desc;Make a jeweled circlet of gold with a central band of iron said to have been beaten out of a single Nail of the True Cross. It will be an object of pride and a crown to be used for coronations of the kings and queens of Lombardy.;Faites un cercle d'or orné de bijoux avec une bande de fer centrale qui aurait été battue sur un seul clou de la vraie croix. Ce sera un objet de fierté et une couronne à utiliser pour les couronnements des rois et reines de Lombardie.;;;;;;;;;;;;x
###### Misc tooltips;;;;;;;;;;;;x
controls_acre_tiberias;Either you, or any vassal, must control the fringes of Upper Samaria (the counties of Acre and Tiberias) /n;Soit vous, ou un vassal, devez contrôler les franges de la Haute Samarie (les comtés d'Acre et de Tibériade) / n;;;O bien usted, o cualquier vasallo, debe controlar las franjas de Alta Samaria (los condados de Acre y Tiberias) /n;;;;;;;;;x
