EVTDESC1007000;An opportunity has arisen to attempt the kidnapping of [Root.PlotTarget.GetTitledName]. My fellow plotters are just waiting for my signal to proceed.;Une occasion s'est présentée de tenter l'enlèvement de [Root.PlotTarget.GetTitledName]. Mes collègues conspirateurs n'attendent que mon signal pour commencer.;Eine Gelegenheit ist entstanden, um die Entführung von [Root.PlotTarget.GetTitledName] zu versuchen. Meine Verschwörer warten nur auf mein Signal, um fortzufahren.;;;;;;;;;;;x
EVTOPTA1007000;We strike after dark!;Nous frapperons à la nuit tombée !;Wir gehen nach Einbruch der Dunkelheit!;;;;;;;;;;;x
EVTOPTB1007000;Wait for a better opportunity...;Attendre une meilleure opportunité ...;Warte auf eine bessere Gelegenheit;;;;;;;;;;;x
EVTOPTC1007000;This is too dishonourable;C'est trop déshonorant;Das ist zu unehrenhaft;;;;;;;;;;;x
EVTOPTB55001;I changed my mind;J'ai changé d'avis;;;;;;;;;;;;x
EVTOPTC5000;That lifestyle is not for me;Ce mode de vie n'est pas pour moi;Diese Lebensweise ist nichts für mich;;;;;;;;;;;x
TOARMS;To arms!!;Aux armes !;;;;;;;;;;;;x
EVTULTIMATUMREJECTED;Your shameful attempt at blackmail has not succeeded. No matter how many corrupted souls you have enticed to help carry out your plan I will not give in without a fight. I'd rather die defending what is rightfully mine!\n\nSigned,\n[From.GetTitledName];Votre tentative de chantage honteux n'a pas réussi. Peu importe combien d'âmes corrompues vous ont aidé à réaliser votre stratagème, je ne céderai pas sans combattre. Je préfère mourir en défendant ce qui est légitimement mien ! \n\nSigné,\n[From.GetTitledName];;;;;;;;;;;;x
EVTULTIMATUMREJECTEDOPTA;Then it is war!;Alors c'est la guerre !;;;;;;;;;;;;x
EVTTOOLTIPLETTER;Receives a letter with my reply;Reçoit ma réponse;;;;;;;;;;;;x
EVTTOOLTIPULTIMATUM;Receives an ultimatum;Reçoit un ultimatum;;;;;;;;;;;;x
EVTTOOLTIPDEMAND;Receives our demands;Reçoit nos demandes;;;;;;;;;;;;x
EVTTOOLTIPGIFT;Receives a letter with the good news;Reçoit une lettre avec les bonnes nouvelles;;;;;;;;;;;;x
EVTULTIMATUMNO;I will not be blackmailed;Je ne vais pas céder au chantage;;;;;;;;;;;;x
EVTULTIMATUMYES;I guess I have no choice...;Je suppose que je n'ai pas le choix ...;;;;;;;;;;;;x
EVTDEMANDYES;Accept their rightful request;Accepter leur demande légitime;;;;;;;;;;;;x
EVTDEMANDNO;Refuse this outrageous demand;Refuser cette demande outrageuse;;;;;;;;;;;;x
CUSTOMTOOLTIP29;[This.GetTitledName] is discredited in front of the court\n;[This.GetTitledName] est discrédité aux yeux de la cour\n;[This.GetTitledName] is discredited in front of the court\n;;;;;;;;;;;x
CUSTOMTOOLTIP30;[From.GetTitledFirstName] successfully embezzles money from [This.GetTitledName]\n;[From.GetTitledFirstName] détourne avec succès l'argent de [This.GetTitledName]\n;[From.GetTitledFirstName] successfully embezzles money from [This.GetTitledName]\n;;;;;;;;;;;x
CUSTOMTOOLTIP31;[This.GetTitledFirstName] is accused of treason by [From.GetTitledName]\n;[This.GetTitledFirstName] est accusé de trahison par [From.GetTitledName]\n;[This.GetTitledFirstName] is accused of treason by [From.GetTitledName]\n;;;;;;;;;;;x
CUSTOMTOOLTIP32;[From.GetTitledFirstName] provokes [This.GetTitledName] to rebel against [This.Liege.GetTitledFirstName]\n;[From.GetTitledFirstName] incite [This.GetTitledName] à se rebeller contre [This.Liege.GetTitledFirstName]\n;[From.GetTitledFirstName] provokes [This.GetTitledName] to rebel against [This.Liege.GetTitledFirstName]\n;;;;;;;;;;;x
CUSTOMTOOLTIP33;The plot succeeds;Le complot a réussi;The plot succeeds;;;;;;;;;;;x
CUSTOMTOOLTIP34;The plot fails, but is not discovered;Le complot a échoué, mais n'a pas été découvert;The plot fails, but is not discovered;;;;;;;;;;;x
CUSTOMTOOLTIP35;The plot fails and is discovered;Le complot a échoué et a été découvert;The plot fails and is discovered;;;;;;;;;;;x
ruthless;Ruthless;Impitoyable;;;;;;;;;;;;x
ruthless_desc;This character believes that the ends justify the means, and will stop at nothing to achieve their goals.;Ce personnage pense que la fin justifie les moyens et ne reculera devant rien pour atteindre ses objectifs.;;;;;;;;;;;;x
honorable;Honourable;Honorable;;;;;;;;;;;;x
honorable_desc;This character is a firm believer in the importance of duty, mercy, and honor.;Ce personnage croit fermement en l'importance du devoir, de la pitié et de l'honneur.;;;;;;;;;;;;x
plot_kidnap_character_title;Kidnap [This.GetTitledFirstName];Kidnapper [This.GetTitledFirstName];[This.GetTitledFirstName] entführen;;;;;;;;;;;x
plot_kidnap_character_short;Plot to Kidnap;Comploter pour kidnapper;;;;;;;;;;;;x
plot_kidnap_character_desc;[From.GetTitledFirstName] wants to see [This.GetTitledFirstName] brought in chains before [From.GetHerHim].;[From.GetTitledFirstName] veut voir [This.GetTitledFirstName] enchaîné devant [From.GetHerHim].;[From.GetTitledFirstName] wants to see [This.GetTitledFirstName] brought in chains before [From.GetHerHim].;;;;;;;;;;;x
plot_instigate_revolt_title;Incite [This.GetTitledFirstName] to Revolt;Inciter [This.GetTitledFirstName] à se révolter;[This.GetTitledFirstName] zur Revolte anstacheln;;;;;;;;;;;x
plot_instigate_revolt_short;Incite to Revolt;Inciter à se révolter;;;;;;;;;;;;x
plot_instigate_revolt_desc;[From.GetTitledFirstName] wants to see [This.GetTitledFirstName] at war with [This.Liege.GetTitledFirstName].;[From.GetTitledFirstName] veut voir [This.GetTitledFirstName] en guerre avec [This.Liege.GetTitledFirstName].;[From.GetTitledFirstName] wants to see [This.GetTitledFirstName] at war with [This.Liege.GetTitledFirstName].;;;;;;;;;;;x
plot_fabricate_treason_title;Fabricate Evidence of [This.GetTitledFirstName]'s Treason;Fabriquer des preuves de la trahison de [This.GetTitledFirstName];Fabricate Evidence of [This.GetTitledFirstName]'s Treason;;;;;;;;;;;x
plot_fabricate_treason_desc;[From.GetTitledFirstName] wants to convince the realm that [This.GetTitledFirstName] is a traitor.;[From.GetTitledFirstName] veut convaincre le royaume que [This.GetTitledFirstName] est un traitre.;[From.GetTitledFirstName] wants to convince the realm that [This.GetTitledFirstName] is a traitor.;;;;;;;;;;;x
plot_fabricate_treason_short;Fabricate Evidence of Treason;Fabriquer des preuves de la trahison;;;;;;;;;;;;x
plot_fabricate_treason_liege_title;Fabricate Evidence of [This.GetTitledFirstName]'s Treason;Fabriquer des preuves de la trahison de [This.GetTitledFirstName];Fabricate Evidence of [This.GetTitledFirstName]'s Treason;;;;;;;;;;;x
plot_fabricate_treason_liege_desc;[From.GetTitledFirstName] wants to convince the realm that [This.GetTitledFirstName] is a traitor.;[From.GetTitledFirstName] veut convaincre le royaume que [This.GetTitledFirstName] est un traitre.;[From.GetTitledFirstName] wants to convince the realm that [This.GetTitledFirstName] is a traitor.;;;;;;;;;;;x
plot_fabricate_treason_liege_short;Fabricate Evidence of Treason;Fabriquer des preuves de trahison;;;;;;;;;;;;x
kidnapped_me;Kidnapped Me;M'a kidnappé;Entführte Mich;;;;;;;;;x;;
executed_friend;Executed my friend;A exécuté mon ami;;;;;;;;;;;;x
attempted_kidnapping;Attempted Kidnapping;A essayé de kidnapper;Entführung versucht;;;;;;;;;x;;
opinion_recent_plot;Recent Plot;Complot récent;;;;;;;;;;;;x
attempted_kidnapping_of_kin;Attempted Kidnapping of Kin;A essayé de kidnapper un proche;Versuchte Entführung eines Verwandten;;;;;;;;;x;;
attempted_kidnapping_of_vassal;Attempted Kidnapping of Vassal;A essayé de kidnapper un vassal;Versuchte Entführung eines Vasallen;;;;;;;;;x;;
executed_kin;Executed Relative;Parent exécuté;Hingerichteter Verwandter;;;;;;;;;x;;
opinion_plot_help;Diplomatic Overtures;Ouvertures diplomatiques;Diplomatische Ouverturen;;;;;;;;;;;x;
